Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,LLOC_NAIX_CONTINENT,EDAT_Q,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,10,1,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,1,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,15,1,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,12,1,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,14,1,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,16,1,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,56,1,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,94,1,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,160,1,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,94,1,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,197,1,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,99,1,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,186,1,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,122,1,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,165,1,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,73,1,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,162,1,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,94,1,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,149,1,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,76,1,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,122,1,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,71,1,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,94,1,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,54,1,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,55,1,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,47,1,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,46,1,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,31,1,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,37,1,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,16,1,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,18,1,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,12,1,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,9,1,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,1,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,24,2,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,13,2,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,57,2,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,48,2,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,50,2,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,48,2,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,75,2,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,65,2,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,280,2,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,232,2,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,641,2,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,580,2,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,621,2,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,703,2,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,454,2,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,538,2,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,357,2,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,410,2,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,308,2,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,299,2,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,243,2,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,237,2,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,195,2,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,156,2,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,151,2,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,113,2,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,117,2,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,75,2,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,68,2,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,40,2,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,26,2,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,19,2,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,29,2,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,13,2,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,8,2,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,2,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,55,3,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,55,3,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,136,3,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,137,3,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,210,3,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,189,3,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,262,3,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,344,3,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,445,3,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,607,3,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,693,3,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,827,3,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,749,3,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,972,3,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,711,3,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,885,3,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,690,3,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1034,3,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,593,3,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,875,3,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,479,3,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,690,3,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,391,3,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,480,3,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,285,3,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,308,3,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,200,3,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,177,3,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,106,3,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,83,3,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,52,3,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,29,3,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,23,3,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,10,3,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,7,3,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,881,4,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,957,4,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,699,4,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,830,4,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,687,4,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,759,4,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,550,4,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,553,4,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,639,4,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,564,4,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,952,4,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,871,4,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,849,4,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,999,4,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,640,4,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,793,4,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,540,4,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,708,4,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,562,4,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,714,4,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,565,4,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,677,4,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,538,4,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,624,4,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,520,4,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,528,4,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,467,4,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,428,4,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,399,4,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,370,4,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,410,4,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,350,4,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,315,4,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,237,4,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,350,4,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,176,4,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,212,4,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,49,4,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,70,4,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,20,4,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,14,4,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,5,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,6,5,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,999,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,1,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,1,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,15,1,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,1,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,1,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,1,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,302,1,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,1,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,323,1,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,1,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,260,1,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,1,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,1,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,1,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,1,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,1,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,1,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,1,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,90,1,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,1,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,1,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,1,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,1,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,1,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,1,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,1,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,2,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,2,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,2,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,2,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,2,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,2,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,2,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,247,2,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,165,2,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,496,2,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,389,2,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,480,2,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,440,2,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,311,2,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,369,2,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,233,2,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,215,2,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,2,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,153,2,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,143,2,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,2,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,2,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,2,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,103,2,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,2,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,2,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,2,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,3,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,3,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,3,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,3,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,3,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,3,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,53,3,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,3,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,109,3,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,554,3,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,140,3,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1109,3,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,202,3,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1228,3,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,3,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,901,3,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,117,3,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,729,3,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,86,3,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,468,3,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,51,3,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,310,3,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,3,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,188,3,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,3,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,3,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,3,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,3,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,3,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,3,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,3,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,251,4,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,273,4,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,4,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,185,4,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,179,4,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,177,4,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,181,4,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,174,4,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,390,4,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,283,4,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,648,4,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,533,4,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,505,4,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,557,4,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,379,4,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,412,4,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,273,4,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,397,4,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,294,4,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,379,4,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,287,4,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,400,4,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,280,4,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,378,4,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,263,4,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,295,4,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,221,4,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,222,4,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,200,4,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,198,4,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,176,4,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,4,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,4,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,4,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,131,4,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,4,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,4,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,4,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,4,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,20,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,5,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,16,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,16,1,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,32,1,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,24,1,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,58,1,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,21,1,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,45,1,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,23,1,7,1
